@relation eacciTranscripts
@attribute transcript string
@attribute class {kdsv,kmpt,knbr,noap,rchn,strg,umzg,untr}
@data
"für die Beauftragung meines    Anschluss  wollt ich einen Termin vereinbaren was mit dem Kundenberater mit dem ich gestern telefoniert habe scheinbar ohne Probleme möglich gewesen wäre und heute kann ich plötzlich keinen Termin für eine Montage ausmachen das verwundert mich nicht nur sehr das stellt mich auch überhaupt nicht zufrieden mit dem Service", kdsv
"für die Beauftragung meines    Anschluss  wollt ich einen Termin vereinbaren was mit dem Kundenberater mit dem ich gestern telefoniert habe scheinbar ohne Probleme möglich gewesen wäre und heute kann ich plötzlich keinen Termin für eine Montage ausmachen das verwundert mich nicht nur sehr das stellt mich auch überhaupt nicht zufrieden mit dem Service", kdsv
"ihre Mitarbeiterin war leider  inkompetent und  der Service allgemein dieses Unternehmens ist  sehr fragwürdig  Beschwerden muss ich schriftlich stellen an die Beschwerdestelle muss ich noch mal fünf und fünfzig Cent ausgeben  das sehe ich nicht ein  Fehler die bei ihrem Unternehmen liegen dann auch noch mit eigenem Geld noch zu unterstützen  keine Telefonnummer zu bekommen bei der ich mich direkt telefonisch mit jemand auseinandersetzen kann um das nicht wieder schriftlich lösen zu müssen das ist Service Qualität  Note sechs tut mir leid", kmpt
"ich wurde  in die Rechnungs Abteilung geleitet die hat mir gesagt dass die  Stunden bis zwei und zwanzig Uhr da wären jetzt ist zwanzig Uhr fünf und dreißig und die Antwort lautet sie rufen außerhalb unserer  Arbeitszeiten an wie soll ich das verstehen", rchn
"sie haben doch den meine Kundennummer und da steht drin der Auftrag vom drei und zwanzigsten fünften sie haben mir das am zweiten Juli zugesendet und da wollen sie den ihre dauerhafte Voreinstellung Verbindungsbereich Verbindungen alles   streichen nicht mehr über sie ich habe keine Freiminuten mehr bei ihnen und muss trotzdem meine hohe  Gebühr bezahlen und damit bin ich nicht einverstanden wenn dann hätten sie mir auch noch die Freiminuten lassen können oder die Gebühr runterschrauben aber nicht die hohe Gebühr", kdsv
"ich wollte eigentlich den Kundenservice ich bin aber nur in der Warteschleife hängen geblieben", untr
"ich warte immer auf die Fortsetzung des Gespräches welches ich gerade bekommen habe", knbr
"ja immer gleich aus der Leitung zu fliegen und eine endgültige Lösung zubekommen", knbr
"da ich nicht verbunden worden bin bin ich sehr unzufrieden  und ich warten muss und noch mal anrufen muss", knbr
"Serviceberater konnte nicht helfen ich habe schon viermal beim Servicecenter angerufen und tatsächlich vier verschiedene Antworten bekommen und keiner kann mal eine definitive Aussage treffen das find ich nicht so gut", kmpt
"ich hänge jetzt seit circa zwei Minuten in der sprachgesteuerten Weitervermittlung die Weitervermittlung wurde angekündigt allerdings hatte ich keinen Berater im Gespräch und sollte sofort eine Bewertung über ein nicht stattgefundenes Gespräch abgeben ich finde die Erreichbarkeit dieser Geschäftskunden Abteilung miserabel", untr
"ich fande das sehr ungünstig das T-Mobile acht Jahre meines die ich jetzt bei euch war einfach so  das find ich echt schlecht von T-Mobile da hab ich mehr erwartet danke", noap
"und mir wurde nicht geholfen", kdsv
"ich   ach egal", kdsv
"einfach aufgelegt der Service Partner hat einfach aufgelegt", noap
"dass ich dass ich in die Warteschlange komme und dann plötzlich eine Kunden Befragung habe und das Gespräch ist noch gar nicht zu Ende", knbr
"unzufrieden weil die Lösung des Problems einfach viel zu lange dauerte das ist unmöglich dass man einen ganzen Tag oder eher gesagt schon seit Samstag ohne Telefon ohne  Internet auskommen muss und das bei dem Marktführer Telekom das ist traurig", noap
"mit mir geschwätzt da kann ich ja gar nichts beurteilen ich warte immer noch", untr
"ich habe ja der Dame am anderen Ende der Leitung die in Hamburg saß eine Frage gestellt und eine zweite Frage und danach hat sie aufgelegt das Gespräch war beendet und ich bin zu bei ihnen rausgekommen und sie fragen mich jetzt ob ich zufrieden bin bin mit der Telekom überhaupt nicht mehr zufrieden", noap
"die Dame hat mich nicht ausreden lassen und hat mich sofort wieder weggedrückt ich find das nicht in Ordnung wenn man  normale Frage hat zu der Rechnung möchte man auch eine normale Antwort", noap
"die Dame hat mich nicht ausreden lassen und hat mich sofort wieder weggedrückt ich find das nicht in Ordnung wenn man  normale Frage hat zu der Rechnung möchte man auch eine normale Antwort", rchn
"ich versuche die den Kundenservice zu erreichen keine leidige Antwort  ewig diese Band Maschine kein Service", untr
"ich konnte die Tarife des Xtra Friends nicht  fertig", kdsv
"weil ich am sechzehnten fünften schon die Option Xtra nonstop eingerichtet habe und jetzt plötzlich wieder nicht funktionierte dass ich das wieder neu einrichten musste", kdsv
"weil ich am sechzehnten fünften schon die Option Xtra nonstop eingerichtet habe und jetzt plötzlich wieder nicht funktionierte dass ich das wieder neu einrichten musste", kmpt
"Ende", noap
"wo ich endlich mal dran war war sie ja in Ordnung aber ich warte hier nicht stundenlang mit irgend so einem komischen Band was ich besprechen muss  diesen Service können sie sich  an Hut stecken also wenn sie nicht  mal ein paar Leute einstellen die diesen Service  vernünftig ausfüllen können dann sie  auch sein lassen das ist furchtbar", noap
"keine Verbindung zu T-online Technik", noap
"ich wollte mit einem  Berater   telefonieren und nicht mit einer Computerstimme mich durch ein Portal hangeln was  völlig in sich selbst aufgelöst ist und  keine Verbindung letztendlich   um mein Problem anbringen zu können zu haben", untr
"meine Beratung war nicht zu Ende und sie haben mit den Fragen angefangen", knbr
"was nicht  was nicht genau das war was ich mir gewünscht habe ist dass der Service den ich an und für sich von ihnen gewohnt bin über mein Geschäfts Konto beziehungsweise unserm Namen Vertrag im Privatbereich anscheinend mit  danke", noap
"die Dame am Telefon war nicht sehr freundlich  sie war nicht in der Lage eine langsam gesprochene Zahlenkombination sprich die Kundennummer aufzunehmen sie hat  rumlamentiert und meine Rechnung angezweifelt und dann sagte sie dann ist es halt so da kann ich jetzt auch nichts dran machen Alles in Allem sehr sehr mies", kmpt
"alles war nicht so wie ich es mir gewünscht habe alles war nur scheiße", noap
"also ich finde ihre die Beratung die ihre Kollegin abgelegt hat total beschissen auf Deutsch gesagt das ist eine Beleidigung dass sie einfach auflegt wo ich  nach ihrem Namen fragen wollte ich finde das überhaupt nicht in Ordnung und deswegen werde ich bei Telekom kündigen weil so benimmt man sich nicht wenn man einen Kunden hat am Telefon", kmpt
"also ich finde ihre die Beratung die ihre Kollegin abgelegt hat total beschissen auf Deutsch gesagt das ist eine Beleidigung dass sie einfach auflegt wo ich  nach ihrem Namen fragen wollte ich finde das überhaupt nicht in Ordnung und deswegen werde ich bei Telekom kündigen weil so benimmt man sich nicht wenn man einen Kunden hat am Telefon", noap
"ja hier Familie Brendemühl wir haben ein Problem und zwar haben wir zwei Telefonanschlüsse ungünstigerweise bekommen durch eine tja entweder falsch Beratung oder ein Missverständnis wie auch immer und wir wir möchten einen Anschluss wieder stornieren es ist bei ihnen nicht möglich einen Anschluss wieder loszuwerden es ist klar dass man in einem normalen Einfamilienhaus für eine Familie auch nur einen Anschluss braucht und wir sind auch nicht Willens und auch nicht in der Lage zwei Telefonanschlüsse zu bezahlen ich bitte dies ja  entgegenzunehmen beziehungsweise ich hab schon mehrfach versucht bei ihnen den zweiten  Anschluss zu   stornieren beziehungsweise zu kündigen es ist Wahnsinn bei ihnen irgendeinen kompetenten Sachbearbeiter zu bekommen der auch wirklich die Sache auch dann durchführt immer nur Hinhalte Taktik Dankeschön", kdsv
"bitte  bitte stellen sie den T-Net Call ab er macht uns nervös und er stört uns gewaltig", kdsv
"die Verbindung wurde abgebrochen", knbr
"ich habe gar kein Beratungsgespräch erhalten", untr
"Auskunft zu Rechnungs Beträgen von einem Drittanbieter wurden nicht gegeben man müsste sich an den Drittanbieter wenden ich hab mit dem Drittanbieter kein Vertrag", rchn
"Auskunft zu Rechnungs Beträgen von einem Drittanbieter wurden nicht gegeben man müsste sich an den Drittanbieter wenden ich hab mit dem Drittanbieter kein Vertrag", kmpt
"jeder Mitarbeiter von der Telekom sagt mir seit dem dreizehnten Juni  immer eine andere Aussage und meine Bewertung scheiß Telekom nein schlimmer gibt das gar nicht scheiß Telekom Punkt", kmpt
"ich wurde seit dem vierten sechsten  abgeschaltet wegen Missverständnisse und hab bis jetzt noch keinen Anschluss obwohl ich schon mehrfach angerufen und gefaxt habe ich ich habe bis heute keinen Anschluss ich bin über Festnetz nicht erreichbar Ende", kdsv
"ich wurde seit dem vierten sechsten  abgeschaltet wegen Missverständnisse und hab bis jetzt noch keinen Anschluss obwohl ich schon mehrfach angerufen und gefaxt habe ich ich habe bis heute keinen Anschluss ich bin über Festnetz nicht erreichbar Ende", noap
"inkompetente ahnungslose Beratung", kmpt
"inkompetenter Fachberater", kmpt
"war zufrieden", noap
"sie machen Termine die nicht eingehalten werden und auch auf Nachfragen bestätigt werden und dann wieder nicht eingehalten werden da bin ich äußerst   verärgert", kmpt
"der Service  um den    Anschluss meines Anschlusses null drei vier drei sieben  null drei vier drei eins sieben null null vier eins sieben ist äußerst unzufrieden dieser D$   Anschluss fällt täglich mindestens zweimal aus", kdsv
"der Service  um den    Anschluss meines Anschlusses null drei vier drei sieben  null drei vier drei eins sieben null null vier eins sieben ist äußerst unzufrieden dieser D$   Anschluss fällt täglich mindestens zweimal aus", strg
"es dauert zu lange", noap
"die Mitarbeiterin hat einfach den Telefonhörer aufgelegt und hat sich meine Beschwerde nicht bis zum Ende angehört", noap
"es war nicht einfach genug man musste so viel reden deswegen", noap
"seit mehr als drei Wochen bin ich offline und  rufe hier heute an und werde vermittelt in dem man mir sagt   ich geb sie grad an einen Kollegen  dann erscheint irgendwann eine elektronische Stimme die mir sagt ja leider sind alles Berater belegt ich fliege aus der Leitung das ist kein Service", strg
"seit mehr als drei Wochen bin ich offline und  rufe hier heute an und werde vermittelt in dem man mir sagt   ich geb sie grad an einen Kollegen  dann erscheint irgendwann eine elektronische Stimme die mir sagt ja leider sind alles Berater belegt ich fliege aus der Leitung das ist kein Service", kmpt
"unfreundliche und unfachliche Auskunft ihrer Mitarbeiterin", kmpt
"die Verbindung wurde unterbrochen", knbr
"so am Montag neunter sechster habe ich eine Störung gemeldet die Anschlüsse waren vertauscht und das Ganze sollte repariert werden Mittwoch war dann ein Mitarbeiter zu tollen Zeiten um dreizehn Uhr dreißig da  hat natürlich keinen angetroffen ich frag mich warum ihr Mitarbeiter nicht  von der Telekommunikation Gebrauch machen und mich auf dem Mobilfunk anrufen und dort einen Termin vereinbaren zu Zeiten wo jemand anzutreffen ist Donnerstag wurde ein Termin  vereinbart  für Samstag fünfzehn Uhr bis achtzehn Uhr der Techniker erschien nicht unsere Freizeit wurde dadurch beeinträchtigt dass wir die ganze Zeit auf den Techniker warteten  Anrufe bei der Hotline und", strg
"so am Montag neunter sechster habe ich eine Störung gemeldet die Anschlüsse waren vertauscht und das Ganze sollte repariert werden Mittwoch war dann ein Mitarbeiter zu tollen Zeiten um dreizehn Uhr dreißig da  hat natürlich keinen angetroffen ich frag mich warum ihr Mitarbeiter nicht  von der Telekommunikation Gebrauch machen und mich auf dem Mobilfunk anrufen und dort einen Termin vereinbaren zu Zeiten wo jemand anzutreffen ist Donnerstag wurde ein Termin  vereinbart  für Samstag fünfzehn Uhr bis achtzehn Uhr der Techniker erschien nicht unsere Freizeit wurde dadurch beeinträchtigt dass wir die ganze Zeit auf den Techniker warteten  Anrufe bei der Hotline und", kdsv
"Anruf Weiterleitung an Servicemitarbeiter dann Mitteilung dass alles belegt ist und danach sofort diese komische Abfrage somit total unzufrieden weil kein Servicemitarbeiter erreicht wurde", untr
"schon beim Anruf die Telefonnummer der Service Line bekommt man nur Werbung man hängt in der Warteschleife es ist kein insuffizienter  Mann am Apparat insgesamt ist der Service von der Telekom katastrophal", noap
"keine Verbindung nach diesen", noap
"gar nicht beraten worden was ist das denn hier für eine Scheiße es kann ja wohl nicht wahr sein ich warte hier am Telefon Ewigkeiten und dann kommt so eine dämliche Ansage hier meine Fresse", untr
"ich habe eine Hotline angewählt unter der Voraussetzung dass man mir dort mündlich hilft nachdem man mich verbunden hat   konnte man mir überhaupt keine Erklärung herbeiführen  und  verweist dann wieder auf eine schriftliche Hotline  an der ich mich an die ich mich wenden soll ich  ich bin Geschäftsmann und bekomme keine E-Mails  beziehungsweise Hinweise dass E-Mails nicht geleitet an mich werden das ist  katastrophal", kmpt
"die Kollegin hat mich  die Kollegin hat mich angemessen beraten mir gesagt dass ich im Recht bin jetzt müsse ich aber einen schriftlichen Antrag an die Niederlassung stellen ich glaube sie als Telekom sie haben einen echten Knall wofür führe ich denn ein Telefongespräch und jetzt muss ich das noch mal schriftlich einreichen das kann echt nicht ihr Ernst sein die Telekom ist ein Scheiß Laden", kdsv
"weil das mit den Tasten viel besser ist", noap
"meine meine Frage ist nicht beantwortet worden und das Gespräch ist einseitig beendet worden", noap
"hatt einen Kundenberater Service unzufrieden", noap
"der Agent war sehr unfreundlich und das finde ich nicht in Ordnung ich hab eine nette Frage gestellt und er ist mir sehr dumm gekommen wenn ich das so sagen darf jetzt bitte", kmpt
"ich habe mit dem Kundenservice nicht gesprochen ich hatte keine Verbindung", untr
"der Gesprächsteilnehmer oder Berater hat sich überhaupt nicht gemeldet der hat sich kurz gemeldet und war nicht mehr zu hören da muss also eine Störung in der Verbindung gewesen sein", noap
"die Kundenberaterin hat sich einfach rausgeschaltet", noap
"zwischen Automat", noap
"ja was soll ich genau sagen was ich mir gewünscht habe erstmal die Unzufriedenheit sowieso  Unzufriedenheit auf meiner Seite beziehungsweise die Art und Weise der Beraterin mir gegenüber und keine Alternativen angeboten", kmpt
"überhaupt keine", untr
"was nicht so war wie ich  mir gewünscht hätte das wäre das gewesen dass die Dame mehr auf die Sache eingegangen wäre wir haben seit acht Stunden haben wir einen absoluten Telefonterror alles was sie sagt da können wir auch nichts dafür Ende aus wenden sie sich an die Verbraucherzentrale das war", kmpt
"zehn Minuten in der Warteschleife  gehangen", noap
"ja es weiß keiner was der andere dem Kunden sagt jeder sagt immer eine andere Aussage es gibt keine klare Linie es ist einfach ein Sau Laden", kmpt
"ich habe  ich habe jetzt sieben Mal mit ihnen telefoniert jedes Mal  abgehängt worden warte jetzt auch noch auf einen Berater bisher hat es keine Beratung gegeben keinen Kontakt warum sie jetzt abfragen wie zufrieden ich war ist eine Katastrophe", untr
"ich sitze schon fünf Minuten am Telefon und habe noch kein Antwort bekommen", noap
"ich wurde einfach aus der Leitung geworfen", knbr
"das Gespräch ist einfach am Ende abgebrochen worden bloß den hier mit der Problemlösung gerade erst begonnen hatten das gefällt mir überhaupt nicht", noap
"sie sollten die Gespräche bei der Störungs Annahme bitte sofort durchstellen und nicht vorher noch Werbung machen für einen tollen Fernseh Anschluss das interessiert mich nicht bei einer Störung zweitens bei einer Störung ist der Hinweis dass eine Aufgabe über  Internet möglich ist  völlig belanglos da das Internet ja sowieso nicht funktioniert siebtens die Zeit in der Warteschleife ist viel zu lange es  ist nur möglich wenn man  eine Viertelstunde mindestens ausharrt vier sollte mehr Personal zur Verfügung gestellt werden fünftens Angaben wie die jetzt abgesprochenen das  erste eine Anwesenheit ab achtzehn Uhr  eine Reparatur ermöglicht  sollten direkt bei der Störungs Aufnahme mit aufgenommen werden damit ersparen sie zusätzliche Arbeit ihres Mitarbeiters Ende Durchsage", strg
"sie sollten die Gespräche bei der Störungs Annahme bitte sofort durchstellen und nicht vorher noch Werbung machen für einen tollen Fernseh Anschluss das interessiert mich nicht bei einer Störung zweitens bei einer Störung ist der Hinweis dass eine Aufgabe über  Internet möglich ist  völlig belanglos da das Internet ja sowieso nicht funktioniert siebtens die Zeit in der Warteschleife ist viel zu lange es  ist nur möglich wenn man  eine Viertelstunde mindestens ausharrt vier sollte mehr Personal zur Verfügung gestellt werden fünftens Angaben wie die jetzt abgesprochenen das  erste eine Anwesenheit ab achtzehn Uhr  eine Reparatur ermöglicht  sollten direkt bei der Störungs Aufnahme mit aufgenommen werden damit ersparen sie zusätzliche Arbeit ihres Mitarbeiters Ende Durchsage", noap
"Gespräch wurde das Gespräch wurde abgebrochen nachdem ich die Frage gestellt hatte und ich  ins Programm", noap
"man wird von einer Stelle zur anderen verbunden jeder macht den gleichen Test keiner kann ordentlich Auskunft geben und jetzt muss ich scheinbar bei T-online anrufen damit ich hier komme aber Entschuldigung meine Gebühren gehen doch glaub ich zu ihnen und das ist kein Service das ist eine Katastrophe", kmpt
"ich warte immer noch  auf das Gespräch mit dem Kundenberater", untr
"ich hab überhaupt keine vernünftige Auskunft gekriegt", noap
"ich bin überhaupt nicht mit einem Berater verbunden worden sondern in der Warteschleife gelassen worden", untr
"die Verbindung ist noch nicht hergestellt  das Gespräch hat noch nicht stattgefunden", untr
"ich wurde mit keinem Kundenberater verbunden sondern nach ungefähr  einer Minute besetzt Zeichen in die Abfrage Schleife  geschafft", untr
"ich sagte  ich leg gleich auf", noap
"ich hatte dreimal angerufen war in einem T-Mobile Center dort konnte man mich mir auch nicht helfen und jetzt beim vierten Mal hab ich die richtige Option erwischt", noap
"vielleicht mal dass es zu lange dauert", noap
"Person man beschwert sich über ein  oder über eine Sachlage und nach dem Beschweren ist man   nicht besser drauf sondern man man ärgert sich mehr um um  um das Produkt man ärgert sich mehr über T-Mobile als vorher das ist schon mal grundsätzlich  zum Heulen dass man sich nach der Beschwerde schlechter fühlt da kann man gleich  am Besten gleich lassen", noap
"mit dem Computer zu reden dann nicht verbunden zu werden um dann eine Befragung zu beantworten wie zufrieden ich war nachdem ich mit keinem verbunden wurde", untr
"liebe Leute die Firma heißt Mollibär     und Co   das ist auch die Anschrift so und jetzt lande ich wieder bei privat Kunden das ist doch eigentlich logisch dass das kein privat Kunde ist eine     und Co   dass das ein Firmen Kunde ist aber irgendwie ist das unheimlich schwierig bei der Telekom da geht eigentlich irgendwie nix zusammen so ich hab auch wenig Zeit also bitte jetzt ein bisschen schneller das Ganze", noap
"weiß ich nicht", noap
"ich habe Fragen gestellt die wurden nicht beantwortet und deswegen ist schon aufgelegt ich wollte nur das iPhone wissen wie ich das überhaupt zu handhaben kann dass ich damit telefonieren kann keine konnte eine Antwort geben das Einzige was die gesagt haben dass sie eine Störung haben das interessiert mich nicht ob sie eine Störung haben oder nicht sondern wie man das Gerät einschaltet wie man das Gerät mit Computer verbindet wenn ihren Leute unkompetent sind können die Kunden nichts dafür danke", kdsv
"ich habe Fragen gestellt die wurden nicht beantwortet und deswegen ist schon aufgelegt ich wollte nur das iPhone wissen wie ich das überhaupt zu handhaben kann dass ich damit telefonieren kann keine konnte eine Antwort geben das Einzige was die gesagt haben dass sie eine Störung haben das interessiert mich nicht ob sie eine Störung haben oder nicht sondern wie man das Gerät einschaltet wie man das Gerät mit Computer verbindet wenn ihren Leute unkompetent sind können die Kunden nichts dafür danke", kdsv
"keinerlei Kulanz keinerlei Garantien wider das Recht gesetzlichen Regelungen", noap
"der Kollege war zu unbeweglich konnte meinen Wunsch nicht erfüllen", kmpt
"mehr Rechnung", noap
"Auskunft bekommen man konnte mir nicht helfen", noap
"ich wurde einfach weggedrückt ich wurde einfach weggedrückt", knbr
"das hat zu lange gedauert bis eine Verbindung kam ich war ich wurde jetzt dreimal verbunden und hab immer noch kein Gespräch gehabt", knbr
"mir wurde vor ungefähr einem halben Jahr ein Service zu meinem Tarif zugebucht mit diesem Service gab es Probleme und ich habe erst jetzt gemerkt dass dieses Probleme nicht gesagt wurden als der Service zusammengebucht wurde und dieser Service ist jetzt auch nicht  abänderbar das ärgert mich", kdsv
"alles", noap
"weil weil weil ich unzufrieden bin mit dem Sprach Portal weil es Sachen gibt die man nicht versteht", noap
"hat aufgelegt das Gespräch wurde beendet einfach aufgelegt und es wurde mir keine Auskunft gegeben", knbr
"ich konnte nicht aussprechen es wurde einfach aufgelegt", noap
"nach langer Wartezeit Gespräch nicht zustande gekommen", noap
"nach langer Wartezeit Gespräch nicht zustande gekommen", untr
"Gespräch wurde einfach abgebrochen nachdem ich meine Frage gestellt hatte", noap
"es geht um die Klärung der Rechnungen von Juni zwei tausend acht und Mai zwei tausend acht es ist nicht nachzuvollziehen woher die Summe  vom Kontostand und Rechnungsbetrag kommt so was ist unmöglich so was ist nicht nachvollziehbar man muss doch die Rechnung verstehen können", rchn
"wenn die Befragung zum Gespräch vor dem Gespräch stattfindet ist das schon saumäßig", untr
"dreimal verbunden vierzehn Minuten gewartet und dann wurde aufgelegt von System oder ich wurde rausgeschmissen aus der Leitung", noap
"dreimal verbunden vierzehn Minuten gewartet und dann wurde aufgelegt von System oder ich wurde rausgeschmissen aus der Leitung", kmpt
"ich bin aus dem Gespräch rausgeworfen worden bevor ich mein Problem schildern konnte Dankeschön", untr
"schlechte schlechte Informationen bereits im Vorkontakt Formulare fehlten Formulare werden nicht angeboten  man muss sich selbst um Sachen kümmern für mich  untragbar", kmpt
"wurde das Gespräch abgebrochen ich sollte warten und dann war es wieder weg zum zweiten Mal", knbr
"ich wollte ja endlich mal einen Berater haben ich hänge die ganze Zeit in Leitung meines  und das nenn sie auch noch Service", untr
"das Gespräch fing ganz gut an ich wurde zur Technik verwiesen oder die  Ansprechperson wollte zu meiner technischen Frage die Technik nachfragen und nach circa zwanzig Sekunden war das Gespräch dann beendet und ich kam zu der jetzt durchgeführten  Befragung zu der Beratung eine Beratung hat im Endeffekt nicht stattgefunden ich stehe mit meiner Frage hin da", kmpt
"ich habe mir gewünscht dass das  Telefon schneller wieder in Betrieb gesetzt wird", noap
"Frank Barte Mitarbeiter T-Systems ich habe jetzt zweimal angerufen und hatte niemanden dran ich habe jetzt das Telefon drei Minuten liegenlassen und bin in dieses Umfrage gekommen das es kann ja wohl nicht sein das kein Mensch ans Telefon geht oder die Anrufe irgendwohin gelegt werden", knbr
"die Beraterin konnte mir nicht helfen die  erhöhten Verbindungs Preise beim iPhone zu korrigieren", kdsv
"das Gespräch war noch gar nicht beendet ich bin automatisch in eine Warteschleife jetzt wieder und ich hatte den Mann ja gerade erst eine Minute an der Leitung also wir sind einfach unterbrochen worden ich war noch gar nicht fertig", noap
"zu meiner andere Xtra Karte hatte ich aufgeladen und und die SIM Karte ist auf einmal unbrauchbar obwohl ich da eine Menge Guthaben drauf habe und jetzt versteh ich nicht was ich machen soll", kdsv
"ja die junge Dame  war also nicht so toll weil ich habe gesagt also sie hat mich gebeten die zwei tausend anzurufen und ich habe gesagt dass das nicht immer  genaue Daten sind und sie sprach dagegen also so ein bisschen rechthaberisch das fand ich nicht so toll und  kennt man bei ihnen gar nicht also sehr unzufrieden", kmpt
"zufrieden es war zufrieden", noap
"ich sollte verbunden werden und das Beratungsgespräch ist offensichtlich beendet worden", knbr
"mehrmals wurde mündlich und schriftlich gekündigt die", kdsv
"mehrmals wurde mündlich und schriftlich gekündigt die", noap
"ja ich bin nicht da gelandet wo ich hätte landen sollen ich bin  dahin gekommen zu einer Beratung  dabei wollte ich dass  meine Kunden Daten überprüft werden dass sie dementsprechend geändert werden", kdsv
"ja ich bin nicht da gelandet wo ich hätte landen sollen ich bin  dahin gekommen zu einer Beratung  dabei wollte ich dass  meine Kunden Daten überprüft werden dass sie dementsprechend geändert werden", knbr
"schlechte Organisation", noap
"es war ein äußerst unerfreuliches Gespräch die Mitarbeiterin war sehr nett aber sie kann auch nichts dafür ich versuche seit zwei Tagen das iPhone zu aktivieren es geht nicht ich werde mein Vertrag wieder lösen", kdsv
"es war ein äußerst unerfreuliches Gespräch die Mitarbeiterin war sehr nett aber sie kann auch nichts dafür ich versuche seit zwei Tagen das iPhone zu aktivieren es geht nicht ich werde mein Vertrag wieder lösen", kdsv
"das Gespräch ist ohne Beantwortung abgebrochen worden und dann ist ihre Frage  nach dem Kundenservice gestellt worden meine Fragen sind also bis jetzt nicht beantwortet", untr
"ich wollte mit einer  Beschwerde ich hatte eine Beschwerde und  wollte und sollte auch mit der Beschwerde Stelle  verbunden werden und dann bekam ich aber eine Rechnungs Abteilung die konnte mir natürlich nicht helfen die Frau Bensa hat mich also zur   zur Beschwerde Stelle verbinden wollen und jetzt bekomm ich hier tausend Fragen gestellt", noap
"ja  ich habe angerufen wegen einer Gutschrift der die mir auf der Rechnung gutgeschrieben werden sollte das  war von einer Bestellung im März und  und die Gutschrift ist immer noch nicht erfolgt und ist mir gesagt worden ich soll mich an die Haus Anschrift der Kunden Niederlassung wenden und hab also noch nicht mal eine E-Mail Adresse bekommen also das heißt ich muss per Post an an diese  Kunden Niederlassung Süd in Bonn schreiben und das ist doch etwas  umständlich auch eine E-Mail Adresse wäre leichter sicherlich", rchn
"ja  ich habe angerufen wegen einer Gutschrift der die mir auf der Rechnung gutgeschrieben werden sollte das  war von einer Bestellung im März und  und die Gutschrift ist immer noch nicht erfolgt und ist mir gesagt worden ich soll mich an die Haus Anschrift der Kunden Niederlassung wenden und hab also noch nicht mal eine E-Mail Adresse bekommen also das heißt ich muss per Post an an diese  Kunden Niederlassung Süd in Bonn schreiben und das ist doch etwas  umständlich auch eine E-Mail Adresse wäre leichter sicherlich", kdsv
"ich wurde geleitet zur Störungs Stelle hier in Koblenz Clemensplatz und dann hat mir der  Anrufbeantworter gesagt dass da Feierabend ist das war natürlich nun nicht gut", strg
"alles", noap
