"1259741650578.txt";"TRANSCRIPTION: ohne Ansprechpartner weiter";"a";;
"1259741650891.txt";"TRANSCRIPTION: soll ich jetzt sprechen ja *nicht* [breath] also ich hab' gerade mit dem Herrn [nachn] glaub' ich hieß er gesprochen [breath]und er hat mich sehr gut beraten ich hatte eine @hes@ eine Bitte und ich bin wirklich super  zufrieden mit diesem ich weiß nicht ((ob)) ich nehm' an von der Stimme her ein junger Mann ist also kann ich nur weiter empfehlen danke";0;;
"1259741770936.txt";"TRANSCRIPTION: also ich war mit dem Gespräch sehr zufrieden mein Anliegen wurde auch angenommen und kann nur weiter empfehlen @hes@ danke schön";0;;
"1259741771215.txt";"TRANSCRIPTION: [breath] die Dame war so nett zu mir die hat sich so viel Zeit genommen ich hatte das Gefühl sie war [breath] die erste die sich wirklich mal für unseren [breath] Sachverhalt der nicht @hes@ ganz ordnungsgemäß von der Telekom abgewickelt wurde Zeit zu nehmen und hat auch mal Emails geschickt sie war einfach nur @hes@ super nett und war sehr hilfsbereit in unserer Angelegenheit danke schön";0;;
"1259741891262.txt";"TRANSCRIPTION: ((kärglich)) ist aber genau so wie in den T_Com Läden die Wartezeit aber das muss man in Kauf nehmen [breath] @hes@ das Gespräch war sehr kompetent erfreulich";0;;
"1259741891498.txt";"TRANSCRIPTION: weiter";0;;
"1259741891575.txt";"TRANSCRIPTION: [breath] also das Gespräch war kurz und knapp hat mir Aufschluss gegeben [breath] nur @hes@ wie gesagt um das Problem wo *es* geht @hes@ das ist sehr missverständlich was die Rechnung betrifft aber Frau [vorn] [nachn] hat sich da sehr bemüht mir das zu erklären [breath] ich hoffe dass das auch so ist wie sie mir das gesagt hat [noise] weiter [vocal]";4;;
"1259742251654.txt";"TRANSCRIPTION: weiter [pause] [vocal] weiter [garbage] [vocal] ja mein Gott mein Gott mein Gott *ist* *das* ein Saft [fragment] ist *das* ein Saftladen du bis da mal was passiert weiter [noise] [vocal] [pause] ach ja";3;;
"1259742251863.txt";"TRANSCRIPTION: weiter";0;;
"1259742251918.txt";"TRANSCRIPTION: [vocal] das Gespräch hat nicht stattgefunden ich wurde nicht abgefragt";"a";;
"1259742251960.txt";"TRANSCRIPTION: die erste @hes@ Antwort auf die Frage @hes@ wie können Sie mir helfen war ich bin hier nicht zuständig ja und @hes@ das Gespräch wurde dann sofort beendet [noise]";"b";;
"1259742492040.txt";"TRANSCRIPTION: ich hab' mit Herrn [nachn] aus [ort] telefoniert und bin mit ihm sehr zufrieden gewesen";0;;
"1259742612308.txt";"TRANSCRIPTION: die Menüführung ist nicht zielführend und der Kundenberater erst nach Umwegen zu erreichen das ist ungeschickt";0;;
"1259742612536.txt";"TRANSCRIPTION: weiter bitte [pause] [noise]";0;;
"1259742732572.txt";"TRANSCRIPTION: weiter [noise]";0;;
"1259742732862.txt";"TRANSCRIPTION: [fragment] weiter";0;;
"1259742852917.txt";"TRANSCRIPTION: das [fragment] eben geführte Gespräch mit Ihrer Service Mitarbeiterin war sehr positiv danke schön weiter";0;;
"1259742853152.txt";"TRANSCRIPTION: also das Gespräch ist beendet worden bevor ich überhaupt mein Problem schildern konnte ich hab' nämlich auf einer Rechnung einen erhöhten Preis hier drauf und ich weiß nicht wofür es geht hier um die Rechnung vom fünften zehnten Kundenkonto [kundennr] weiter";"a";4;
"1259742973191.txt";"TRANSCRIPTION: das Gespräch was ich gerade hatte war gut und verständlich";0;;
"1259743213460.txt";"TRANSCRIPTION: weiter [noise] weiter";0;;
"1259743213684.txt";"TRANSCRIPTION: ich war sehr zufrieden mit der Beratung";0;;
"1259743333784.txt";"TRANSCRIPTION: [vocal] ja hallo also mit der der Operator war am Telefon äußerst unfreundlich hat @hes@ nicht alles bearbeitet was ich wollte das liegt aber auch glaub' ich nicht an ihm sondern an der scheiß Telekom er kann ja nichts dafür er könnt' ja wenigstens freundlich sein meine Anfrage ich ruf' jetzt zum dritten zum dritten Mal an wurde nicht bearbeitet läuft noch nicht ich bin schon seit vier Wochen ohne Internet umgezogen mein alter Anschluss ist immer noch nicht gesperrt [pause] einmal Telekomkunde nie wieder danke";"d";2;
"1259743334072.txt";"TRANSCRIPTION: ich *bin* *jetzt* ich bin seit *einer* Viertelstunde hier am Telefonieren von meinem Handy aus weil unsere Nummer *nicht* geht wir können weder angerufen werden noch *sonst* *was* ich werd' hier nur verbunden red' hier nur mit Apparate der Service *ist* so was von katastrophal ich bin stinkesauer ich möcht' jetzt endlich wissen warum unser Telefon nicht geht und ob mir irgendjemand hier helfen kann [fragment] irgendeiner dafür verantwortlich ist *ist* ja wohl der Hammer könnte ich jetzt mit jemandem sprechen dass sich das Problem löst und nicht immer nur mit Apparate [pause] das ist ja wohl der Hammer [vocal] da reagiert *keine* Sau";"a";3;
"1259743454164.txt";"TRANSCRIPTION: ja mich hat @hes@ eine Frau [nachn] @hes@ beraten [breath] und wie ich bereits jetzt schon mit der ersten Frage geantwortet habe ich war sehr oder äußerst zufrieden mit der Beratung einmal was die Kompetenz anbelangt von Frau [nachn] was die Höflichkeit anbelangt und auch die Freundlichkeit also es war ein richtig angenehmes Gespräch";0;;
"1259743574382.txt";"TRANSCRIPTION: ich hatte bisher schon sehr viele Gespräch mit *der* [fragment] T-Home war immer sehr sehr zufrieden hatte eine ausführliche Auskunft und die Berater waren alle sehr nett am Telefon";0;;
"1259743814646.txt";"TRANSCRIPTION: Ihre Kollegin war sehr freundlich zuvorkommen und @hes@ hat mir die richtigen Hinweise gegeben ganz vielen Dank dafür";0;;
"1259743814888.txt";"TRANSCRIPTION: ja ich hatte ein Problem mit dem Internet @hes@ es ist also sehr gut @hes@ reagiert worden vom allgemeinen Service @hes@ hier der Telekom dann die Weiterleitung zum @hes@ T-Online Team das hat also nahtlos geklappt sehr schön fand ich dass der Kollege schon Bescheid wusste worum *es* geht [vocal] und er hat mich dann perfekt durch die @hes@ ganze Prozedur geführt um hier die Speedbox also ich bin sehr sehr zufrieden";3;;
"1259743934931.txt";"TRANSCRIPTION: bin mit der Beratung so was von unzufrieden dass (()) sobald das ausläuft ich kündigen werde";"d";;
"1259743935180.txt";"TRANSCRIPTION: ich war mit dem Gespräch sehr zufrieden [pause] es hat mir gute ((Abschlüsse)) gegeben und ich werde bestimmt [pause] mich entscheiden für ein weiteres Zusammenarbeiten mit der Telekom";0;;
"1259743935244.txt";"TRANSCRIPTION: [breath] ich bin viermal verbunden worden und jeder sagte ich verbinde weiter da [fragment] und da hin und der letzte Mann sagte zu mir es  tut mir leid der Mann der Vorgänger hat sich geirrt ich kann da nichts machen weil ich keine Auftragsnummer hab'";"d";;
"1259743935281.txt";"TRANSCRIPTION: [trash]";0;;
"1259743935356.txt";"TRANSCRIPTION: [garbage] ja für mein Empfinden war die Kundenberaterin [breath] [vorn] [nachn] mit der ich *gerade* das Gespräch geführt hab' @hes@ sehr unfreundlich sehr @hes@ ungeduldig sehr kurz angebunden @hes@ und @hes@ also ich fand es sehr unangenehm ein solches Gespräch zu führen";"d";;
"1259744055401.txt";"TRANSCRIPTION: [fragment] [pause] weiter";0;;
"1259744055653.txt";"TRANSCRIPTION: gute Meinung";0;;
"1259744415689.txt";"TRANSCRIPTION: ja äußerst zufrieden";0;;
"1259744655895.txt";"TRANSCRIPTION: ich war mit dem Gespräch sehr zufrieden die Dame war sehr freundlich und kompetent @hes@ ich hab' nichts daran auszusetzen [breath]";0;;
"1259744656141.txt";"TRANSCRIPTION: die Mitarbeiterin war äußerst kompetent sehr höflich und freundlich";0;;
"1259744776181.txt";"TRANSCRIPTION: [vocal] es hat noch kein Gespräch stattgefunden somit auch keine Bewertung möglich ich warte immer noch";"a";;
"1259745016416.txt";"TRANSCRIPTION: Kundenberater [breath]";0;;
"1259745136650.txt";"TRANSCRIPTION: weiter";0;;
"1259745138142.txt";"TRANSCRIPTION: ja schönen guten Tag ich hatte *ein* Problem @hes@ mit einem bestellten Call_and_surf Paket [breath] das versuche ich schon seit zwei Tagen @hes@ bei Ihnen @hes@ zu bearbeiten es ist weder bei Ihnen im Hause möglich @hes@ irgendwas über die Auftrags @hes@ Speicherung oder wie auch immer zu erfahren @hes@ man kriegt irgendwann angeblich *eine* schriftliche Mitteilung [breath] nach zwei Tagen war @hes@ immer noch nicht mein Auftrag überhaupt übers Netz bei Ihnen eingegangen noch das was persönlich in der Hotline eingegeben wurde und @hes@ ja ich soll doch einfach abwarten und @hes@ *ja* also [vocal] mal insgesamt gesagt find ich die Telekom einen äußerst unfreundlichen Haufen um es mal so auszudrücken [breath] @hes@ weil ich versuch jetzt seit zwei Tagen in *der* Hotline mit verschiedenen Hotlines bei Ihnen im Haus zu telefonieren und jeweils [breath] @hes@ hat man das Gefühl man ist nicht Kunde sondern man @hes@ kann zufrieden sein die hohe Ehe zu haben in Ihrem Hause einen Anschluss beantragen zu dürfen das trifft es wohl am ehesten";1;"d";
"1259745258222.txt";"TRANSCRIPTION: Test weiter [noise] Test weiter [noise] [vocal] [noise] [breath]";0;;
"1259745258444.txt";"TRANSCRIPTION: [trash]";0;;
"1259745378491.txt";"TRANSCRIPTION: ich fühl' mich leider sehr schlecht beraten und es ist eigentlich eher [vocal] ich bin eher frustriert also *eine* ganz schlechte Beratung [vocal] ja danke";"d";;
"1259745378729.txt";"TRANSCRIPTION: [breath] weiter";0;;
"1259745618767.txt";"TRANSCRIPTION: die Auskunft war schnell die Verbindung war schnell und ausreichend deswegen bin ich zufrieden danke";0;;
"1259745739021.txt";"TRANSCRIPTION: weiter";0;;
"1259745739246.txt";"TRANSCRIPTION: weiter";0;;
"1259745739290.txt";"TRANSCRIPTION: [breath] ich habe zwanzig Minuten auf ein Gespräch gewartet und kein Gespräch bekommen und jetzt soll ich *eine* Bewertung abgeben das ist einfach scheiße mit diesen ganzen @hes@ Automaten ich möchte mit *einem* Mitarbeiter sprechen";"e";"a";
"1259745979405.txt";"TRANSCRIPTION: die Dame am Telefon ist sehr nett sehr freundlich leistet einen sehr guten Service und ist eine kompetente Beraterin bei Ihnen im Team sehr gut";0;;
"1259745979630.txt";"TRANSCRIPTION: hallo [pause] hallo die Beratung ist sehr gut danke [noise]";0;;
"1259745979669.txt";"TRANSCRIPTION: die Mitarbeiterin war sehr nett und hilfsbereit";0;;
"1259746099725.txt";"TRANSCRIPTION: die Auskunft war freundlich hilfsbereit nur meine *ich* dass die *technischen* Voraussetzungen für den Umzug von *einem* Anrufbeantworter könnte *vielleicht* besser sein dass der $A $B aktiviert bleibt während des Umzugs *das* wär* nett das wär *ein* guter *Dienst* Zusatzdienst von der Telekom danke";1;;
"1259746099958.txt";"TRANSCRIPTION: ich wurde mit dem Serviceberater nicht verbunden";"a";;
"1259746220014.txt";"TRANSCRIPTION: ja die Dame am Telefon die war sehr nett und freundlich ich bin umgezogen [breath] und dann gab es einige Probleme mit der Bank das wurde noch nicht umgebucht und sie hat mir sehr gut weiter geholfen und da ich mir den Arm gebrochen hab' und auch nicht schreiben konnte war ich froh dass ich es telefonisch erledigen konnte also Nummer eins an diese Dame";4;;
"1259746340250.txt";"TRANSCRIPTION: weiter";0;;
"1259746461618.txt";"TRANSCRIPTION: [breath] ja also ich bin deswegen sehr unzufrieden weil ich bereits mehrfach jetzt angerufen hab' ich hab' *eine* Anwaltskanzlei ich hab' @hes@ auf Grund des Umzuges jetzt [breath] einen Internet Anschluss der eigentlich schon funktionierte der funktioniert jetzt plötzlich nicht mehr wegen *irgendeiner* Umstellung mehrfach hab' ich schon angerufen hab' da irgendwelche Emails drin die ich brauch' @hes@ für meine Kanzlei und kann darauf *nicht* zugreifen ich bekomm' ständig gesagt dass zurückgerufen wird es passiert aber *nichts* [breath] und deswegen bin ich in der Tat unzufrieden";3;"d";
"1259746461848.txt";"TRANSCRIPTION: ich war mit der Leistung der Mitarbeiterin @hes@ war ich sehr zufrieden sie hat mich vor der Fehlleistung des Haustür Geschäfts Ihrer Mitarbeiter bewahrt [breath] bedanke mich dafür";0;;
"1259746821903.txt";"TRANSCRIPTION: [breath] der Kundenberater war sehr freundlich @hes@ ich @hes@ wollte eine Sache mit ihm klären *das* wollte er für mich jetzt erledigen [breath] ich hoffe es klappt aber [fragment] nach seinen Angaben wird *das* auch klappen und ich danke Ihnen Wiederhören";0;;
"1259746822200.txt";"TRANSCRIPTION: weiter";0;;
"1259746942248.txt";"TRANSCRIPTION: [breath] seit September zwei tausend neun versuche ich den Telefon Anschluss meines Sohnes zu regeln [breath] leider hat es bis heute noch nicht geklappt [breath] heute haben wir geregelt das in zehn Tagen der Restbetrag endlich abgebucht wird und wir wieder frei sind von Mahnungen es wäre schön wenn es [fragment] gleich klappen würde beim ersten Anruf";1;4;
"1259746942463.txt";"TRANSCRIPTION: [trash]";0;;
"1259747062513.txt";"TRANSCRIPTION: weiter [pause] weiter";0;;
"1259747062706.txt";"TRANSCRIPTION: [vocal] weiter [noise] [pause] weiter";0;;
"1259747062758.txt";"TRANSCRIPTION: weiter";0;;
"1259747182863.txt";"TRANSCRIPTION: ich habe heute das fünfte Mal angerufen in der selben Sache @hes@ weil mir [fragment] nach einer Vertragsumstellung vom zwanzigsten siebten [breath] null neun immer noch die T-Online DSL fünfzehn hundert MB von acht acht *und* fünfzig doppelt abgebucht wird zu dem Call_and_surf Paket für vier *und* dreißig *fünf* und neunzig [vocal] jetzt hat die Kollegin endlich versprochen nach einem halben Jahr dass die Gutschrift für diese Zeit @hes@ nachgeholt wird trotzdem haben vier Kollegen oder Kolleginnen vorher von Ihnen [breath] versagt indem ich jetzt nach *einem* halben Jahr immer noch reklamieren muss";1;4;
"1259747303142.txt";"TRANSCRIPTION: weiter [pause] ja sollte das jetzt aufgenommen werden sag' ich dass ich zufrieden war dass mich die [breath] @hes@ Kollegin sehr gut beraten hat beziehungsweise mit [fragment] bekommen hat was ich wollte [breath] und @hes@ @hes@ ist jetzt dann also abgeklärt und ich weiß was ich zu tun habe [pause] danke";0;;
"1259747423364.txt";"TRANSCRIPTION: [breath] ich war sehr zufrieden mit dieser Beratung [pause] weiter [vocal]";0;;
"1259747543598.txt";"TRANSCRIPTION: ich war sehr zufrieden mit dem Gespräch";0;;
"1259747543886.txt";"TRANSCRIPTION: [breath] ich hatte drei Frage und zwar zur Freischaltung des ((Scissorings)) die wurden sofort beantwortet ((sag)) ((ich)) und auch frei geschaltet [breath] dann hatte ich noch *eine* Frage zu den so genannten T-Online Messaging Diensten die ist auch geklärt worden und ganz zum Schluss war noch die dritte Frage wie ich mein T-Mobile mein Account einrichte ich war mir nicht klar sag' ich mal ob ich das also @hes@ mit meiner Internet Adresse aber auch die Fragen wurden beantwortet und ausreichend erklärt wunderbar alles";1;;
"1259747663924.txt";"TRANSCRIPTION: ";0;;
"1259747664165.txt";"TRANSCRIPTION: der junge Mann war sehr freundlich und sehr höflich und hat mir das alles sehr gut erklärt was ich wissen wollte";0;;
"1259747664219.txt";"TRANSCRIPTION: Frau [nachn] war sehr freundlich und hat sich sehr bemüht dass was ich schon seit Wochen jetzt hier habe diese [fragment] [fragment] ja alles was da nicht in Ordnung war @hes@ aufzuklären danke";3;;
"1259747664307.txt";"TRANSCRIPTION: [breath] ja ich muss sagen ich hab' schon einiges Male bei Ihrer Servicenummer angerufen und @hes@ es gibt da einfach nichts auszusetzen ich bin da immer sehr zuvorkommen @hes@ bedient worden [pause] weiter";0;;
"1259747664381.txt";"TRANSCRIPTION: [vocal] weiter";0;;
"1259747784427.txt";"TRANSCRIPTION: ich empfand den Kollegen als sehr höflich sehr freundlich sehr mitteilsam und warte jetzt dass ich weiter verbunden werde danke";0;;
"1259747784642.txt";"TRANSCRIPTION: ich bin immer noch in der Warteschleife und warte auf die Sachbearbeiterin aber so wie es aussieht hat die das Gespräch einfach beendet @hes@ wenn das so ist bitte ich um Rückruf";0;;
"1259747784684.txt";"TRANSCRIPTION: der junge Mann war sehr freundlich mit dem ich gesprochen habe hat sich sehr bemüht und ich bin wirklich äußerst zufrieden der Service war super";0;;
"1259747784742.txt";"TRANSCRIPTION: das Gespräch hatte zum Inhalt eine Mahnung die sich aber von selbst dann erledigt hatte so dass alles in bestem Einvernehmen @hes@ [fragment] erledigt werden konnte das ist also meine Meinung so soviel zu diesem Punkt";4;;
"1259747904779.txt";"TRANSCRIPTION: weiter";0;;
"1259748145055.txt";"TRANSCRIPTION: [fragment] [noise]";0;;
"1259748505322.txt";"TRANSCRIPTION: [breath] wenn Sie einen Service *gerade* nicht anbieten können weil aus technischem Defekt finde ich ist gebietet es die Höflichkeit dass Sie zurück rufen und nicht vom Kunden verlangen dass der sich wieder meldet";"d";;
"1259748625578.txt";"TRANSCRIPTION: ich bin sehr zufrieden [pause] weiter";0;;
"1259748745825.txt";"TRANSCRIPTION: sehr kompetent freundlich und entsprechend meines @hes@ [breath]";0;;
"1259748746016.txt";"TRANSCRIPTION: weiter [pause] weiter";0;;
"1259748866063.txt";"TRANSCRIPTION: (()) ((questions)) (()) ((nuber)) ((für)) ((die)) (()) eins [noise]";0;;
"1259748866302.txt";"TRANSCRIPTION: weiter";0;;
"1259749106338.txt";"TRANSCRIPTION: weiter [garbage]";0;;
"1259749106593.txt";"TRANSCRIPTION: [breath] da machen wir doch weiter";0;;
"1259749106625.txt";"TRANSCRIPTION: weiter";0;;
"1259749226668.txt";"TRANSCRIPTION: [breath] also die Kundenbetreuerinnen die sind sehr nett nur die ((einzelnen)) Gespräch bis man zu den richtigen @hes@ Personen verbunden wird die sind zu lange [pause] Ende";"e";;
"1259749226929.txt";"TRANSCRIPTION: [breath] weiter";0;;
"1259749346964.txt";"TRANSCRIPTION: weiter";0;;
"1259749347241.txt";"TRANSCRIPTION: [breath] ich hatte eine zweiteilige @hes@ ein zweiteiliges [fragment] @hes@ ein zweiteiliges Gespräch gehabt die erste Dame mit der ich sprach die mir unter anderem einen Tarif Wechsel angeboten hatte mir aber nicht @hes@ die Konsequenzen im einzelnen erklärt hatte war ich weniger zufrieden sie hatte mich dann an die technische Abteilung weiter gegeben weil (()) da ich eigentlich mein Primäres hätte gerne gelöst und wir auch auf diesen Tarif Wechsel zu sprechen kamen und dieser Herr hat mir eine äußerst positive und @hes@ verständliche Antwort gegeben";1;"d";
"1259749467279.txt";"TRANSCRIPTION: ich war ((jetzt)) sehr zufrieden";0;;
"1259749467505.txt";"TRANSCRIPTION: weiter [vocal] Spielerchen [vocal]";0;;
"1259749467547.txt";"TRANSCRIPTION: [breath] ich bin von der jungen Dame schnell und professionell beraten worden und habe mehr erreicht was ich eigentlich wollte ich bin voll zufrieden danke";0;;
"1259749467623.txt";"TRANSCRIPTION: [breath] ich sollte gestern wegen Umzug den Anschluss bekommen durch Ihren Service zwischen zwölf und achtzehn Uhr ich habe gewartet und niemand ist gekommen ich wurde auch nicht benachrichtig über die Handynummer die ich extra angegeben hatte heute Morgen tut sich auch *nichts* ich versuche schon zum viertem ((Mal)) die Telekom anzurufen jedes Mal legt irgendjemand auf und die letzte Person die ich am Telefon hatte war so frech zu mir dass sie sagte sie wollte mit dem Ton nicht mit mir reden wer kann mir jetzt weiter helfen wie kann ich den Service erreichen ich find' den Service grottenschlecht";1;"b";"d"
"1259749827757.txt";"TRANSCRIPTION: [breath] ja ich @hes@ war angeschlossen bei auf einen ISDN Anschluss und @hes@ ISDN Anschluss wird nicht mehr gebraucht weil das über meinen Sohn lief und mein Sohn ist verstorben da hab' ich einen Anschluss @hes@ beauftragt einen analogen Anschluss und nun muss ich erfahren dass ich ((eventuell)) neue Leitungen legen muss oder dass der Monteur kommt [breath] der da die Stunde [fragment] mit vierzig Euro und noch *einmal* Anfahrt fünf *und* vierzig Euro [vocal] und da ist mir diese ganze Geschichte etwas zu teuer denn ich nehm' an ich [fragment] konnte ja früher über ISDN auch telefonieren und hatte eine eigene Telefonnummer gehabt also müsste ja von dem ISDN Anschluss der bei uns unten im Keller ist ich kann also im Moment nicht da unten sein @hes@ @hes@ müsste ich normalerweise @hes@ nur telefonieren können nur praktisch auf einen andere";1;;
