"1260099288270.txt";" TRANSCRIPTION: ich wollte hier mit jemandem sprechen aber ich bin gar nicht verbunden worden [pause] ich hatte ein  Gespräch wollt Ihr mich verarschen oder was";"a";;
"1260099648525.txt";" TRANSCRIPTION: ja das Gespräch war war sehr gut aufschlussreich der Mitarbeiter war sehr freundlich hat einen sehr gut informiert und @hes@ gibt überhaupt nichts was man da beanstanden könnte war war sehr gut für mich";0;;
"1260099888756.txt";" TRANSCRIPTION: ja *das* Gespräch und die Beratung war in Ordnung nur ich hatte vorher schon dreimal angerufen und bis nach circa zwei Minuten getrennt worden [pause] weiter";"b";;
"1260100368970.txt";" TRANSCRIPTION: ja der Anruf war okay aber der sonstige Service bei Ihnen lässt sehr zu wünschen übrig und @hes@ per Email kommt man zu Ihnen gar nicht durch Beschwerden kann man gar nicht abgeben @hes@ im Prinzip war *es* *das* [vocal] weiter";0;;
"1260100729302.txt";" TRANSCRIPTION: [breath] weiter";0;;
"1260100731000.txt";" TRANSCRIPTION: kurze Frage schnelle Antwort alles okay";0;;
"1260100851061.txt";" TRANSCRIPTION: ja mit dem Service an sich bin ich sehr zufrieden [vocal] weil das [fragment] ging schnell aber @hes@ mit der Auswirkung des Service bin ich überhaupt nicht zufrieden denn den gleichen Schaden hatte ich in letzter Woche schon einmal und @hes@ da ist dann auch irgendwas gemacht worden aber offensichtlich *nicht* gut genug so dass der Schaden heute wieder aufgetreten ist";3;;
"1260101451279.txt";" TRANSCRIPTION: [noise] ((weiter))";0;;
"1260101571664.txt";" TRANSCRIPTION: [breath] ja ich bin mit dem Anruf sehr zufrieden das einzige was mich an den [fragment] Anrufen bei [fragment] bei der Hotline stört ist dass man ewig lange braucht bis man zum Berater durchgestellt wird ich hör' mir dieses Gequassel jedes Mal an und es interessiert mich jedes Mal nicht";"e";;
"1260103612019.txt";" TRANSCRIPTION: ich habe halbe Stunde in Warteschleife gesteckt und jetzt stellen Sie mir die Fragen und ((tun)) Sie dann Gespräch beenden das versteh' ich nicht ich hab' @hes@ keine Möglichkeit gehabt mit dem Berater zu sprechen danke";"e";"a";
"1260103733648.txt";" TRANSCRIPTION: weiter";0;;
"1260103853856.txt";" TRANSCRIPTION: weiter";0;;
"1260103974048.txt";" TRANSCRIPTION: [noise] weiter";0;;
"1260104454330.txt";" TRANSCRIPTION: [noise] weiter";0;;
"1260104694527.txt";" TRANSCRIPTION: [breath] ich war äußerst zufrieden es war [fragment] war *ein* [fragment] gutes Gespräch und eine gute Information weiter";0;;
"1260104814768.txt";" TRANSCRIPTION: weiter [pause] @hes@ die Dame war sehr freundlich und in Ihrem Rahmen eigentlich auch @hes@ hilfsbereit als sie mir gesagt hat wo ich weiterhin anrufen kann aber nach einem halben Jahr ist es immer noch nicht gelungen die Technik und entsprechende Leute zu erreichen die *es* ermöglicht haben dass der Anschluss wirklich funktioniert und das ist bei aller Freundlichkeit trotzdem nicht hilfreich";3;;
"1260105294993.txt";" TRANSCRIPTION: ((ach)) weiter [pause] weiter";0;;
"1260106136734.txt";" TRANSCRIPTION: weiter [noise] weiter [noise]";0;;
"1260107457079.txt";" TRANSCRIPTION: ja die Kollegin im Servicecenter die mich jetzt bearbeitet hat hat das sehr gut gemacht mich sehr gut unterstützt [breath] und hat die Lösung die ich gesucht hab' für mich gefunden danke schön [pause] weiter [breath]";0;;
"1260107577359.txt";" TRANSCRIPTION: ja weiter [vocal] [garbage] weiter [vocal]";0;;
"1260108297648.txt";" TRANSCRIPTION: [fragment] [noise] [breath] weiter";0;;
"1260109497938.txt";" TRANSCRIPTION: [vocal] weiter";0;;
"1260110098217.txt";" TRANSCRIPTION: der Gesprächspartner war sehr zu vorkommen sehr locker sehr sympathisch das hat einfach Spaß mit ihm zu reden";0;;
"1260111658484.txt";" TRANSCRIPTION: ich fand sehr gut dass der Mitarbeiter Ihres Hauses Herr [nachn] mir gesagt hat ich hab' einen Kollegen der wird Sie sofort zurück rufen ((wie)) er wieder am Platz ist der sich mit dem iPhone bestens auskennt danke";1;;
"1260112860198.txt";" TRANSCRIPTION: weiter [pause] das Gespräch mit Ihrem Mitarbeiter war sehr hervorragend der Mann zeichnet sich aus durch eine hohe Fachkompetenz was man selten erlebt ich habe es bei T-Mobile so klar und deutlich noch nicht erlebt [pause] ich möchte mich nochmals bei dem Mitarbeiter recht herzlich bedanken ich bin sehr zufrieden und [fragment] im Großen und Ganzen auch mit T-Mobile";0;;
"1260112860458.txt";" TRANSCRIPTION: im Großen und Ganzen bin ich sehr zufrieden nur eine sehr lange Wartezeit in der Warteschleife";"e";;
"1260112860527.txt";" TRANSCRIPTION: [breath] der Servicetechniker zum Thema Snow Leopard und T-Mobile Stick war äußerst kompetent war sehr gute Information auch wie man *es* praktisch anwendet @hes@ das die Laufzeitverträge immer ein von vom Web_and_walk Stick plus immer *eine* @hes@ eine Kündigungszeit von einem Jahr haben find' ich immer *ein* bisschen lange";1;;
"1260114180628.txt";" TRANSCRIPTION: sehr zufrieden [pause] sehr zufrieden [garbage] [noise]";0;;
"1260114180937.txt";" TRANSCRIPTION: [breath] der Berater war okay und war [fragment] war sehr @hes@ freundlich und hat mir Auskunft geben aber das Telefon geht einfach nicht und das find' ich sehr sehr ärgerlich ich zahl' und ich hab' kein Telefon";3;;
"1260114542425.txt";" TRANSCRIPTION: [breath] also die Mitarbeiterin war sehr sehr freundlich die hat mir nicht nur meine aktuelle Frage über  Rechnung beantwortet aber auch @hes@ extra Frage übers Internet und @hes@ Schlafmodus das heißt Sparmodus vom Internet und sie hat mich @hes@ sehr sehr @hes@ überzeugt durch ihre Fachkompetenz und gleichzeitig auch beruhigt weil ich dadurch @hes@ neue Erkenntnisse gewonnen habe vielen Dank";4;1;
"1260114782742.txt";" TRANSCRIPTION: weiter [vocal] [pause] weiter";0;;
"1260115262960.txt";" TRANSCRIPTION: äußerst unzufrieden ich wurde mehrmals hin und her verbunden und zweimal wurde das Gespräch weg gedrückt [pause] von der Seiten der Telekom aus ich häng' hier [fragment] Stunden jetzt am Telefon hier das ist [fragment] ist nicht mehr normal";"b";;
"1260118143297.txt";" TRANSCRIPTION: [breath] nachdem ich jetzt über fünf *und* zwanzig Minuten in der Warteschleife war und mit verschiedenen Leuten gesprochen habe bin ich mit meinem Problem nicht weiter gekommen mein Problem ist nach wie vor nicht gelöst und das obwohl ich schon seit fünf Wochen hin und her telefoniere";"e";;
"1260118383574.txt";" TRANSCRIPTION: nicht richtig verstanden [pause] hallo [pause] hallo [pause] [fragment] weiter [pause] Mensch";0;;
"1260118743970.txt";" TRANSCRIPTION: [breath] ich habe noch keinen Menschen vom Kundencenter gehabt ich weiß nicht wie sie diese Fragen [breath] wie ich die Fragen beantworten soll ich bin verschaukelt worden [pause] und nun machen Sie es richtig [pause] ich möchte etwas wissen über Flatrate oder wie das heißt";"a";;
"1260119947334.txt";" TRANSCRIPTION: schönen guten Abend [fragment] ich möchte Ihnen gern mitteilen dass ich nur noch unzufrieden mit Telekom bin mir wird in keiner Weise @hes@ geholfen noch wird ein Kundenservice bei mir vollzogen @hes@ ich habe jetzt @hes@ schon wieder kein Internet ich habe seit *fünf* *und* zwanzigsten neunten kein T-Home Entertainment ich habe gegen alle meine Rechnungen Einspruch eingelegt [breath] ich erhalte keinen Service ich [fragment] ich halte nur die Antworten ich soll irgendwelche Beträge zahlen wo ich keine *Ahnung* habe was ich soll also Beträge $X zahlen von denen ich überhaupt keine Ahnung habe @hes@ ich erhalte hier einen unfreundlichen Kundenservice (()) ((vor)) ((sich)) geht ich werde nicht ernst genommen das das kann alles nicht mehr wahr sein erreicht man hier nur was wenn man über den Rechtsanwalt vorgeht ich bitte darum dass das Ganze sofort bearbeitet wird sofort ansonsten bin ich Mittwoch beim Anwalt und werde gegen Sie Anzeige erheben so wie beim Verbraucher Schutz [pause] das kann bei Ihnen alles nicht mehr war sein [pause] danke";3;4;"d"
"1260120187592.txt";" TRANSCRIPTION: [fragment] [pause] weiter";0;;
"1260120187812.txt";" TRANSCRIPTION: weiter [pause] weiter";0;;
"1260120547880.txt";" TRANSCRIPTION: es war ein wirklich hervorragender Service gerade auch @hes@ im Hinblick dass heute Sonntag Abend ist hervorragend möcht' ich noch betonen ganz klasse";0;;
"1260122108225.txt";" TRANSCRIPTION: [breath] ich hatte ein Gespräch mit einer Dame die mir @hes@ sehr geholfen hat über leider über eine Kündigung des Telefon Anschluss meiner Mutter die an Demenz erkrankt ist und in ein Heim wohnt und sie nicht mehr das Telefon bedienen kann bekam ich eine sehr gute Auskunft wann es mit der Kündigung los geht oder ich die schreiben muss es war toll";1;;
"1260123308503.txt";" TRANSCRIPTION: ja ich war äußerst zufrieden";0;;
"1260124028759.txt";" TRANSCRIPTION: wieso hat der Techniker der eben was mit mir prüfen wollte mich einfach auf diese komische Umfrage von Ihnen geschickt mein Problem ist damit nicht behoben";"b";;
"1260124629033.txt";" TRANSCRIPTION: [breath] die Mitarbeiterin war äußerst kompetent im Gegensatz zu den Mitarbeitern mit denen ich in der Zeit vorher [fragment] @hes@ gesprochen habe [breath] und @hes@ sie musste mir leider eine [breath] ja unliebsame Mitteilung machen und hat das aber in einer fantastischen Weise und [fragment] wie gesagt äußerst kompetent auch ja von dem know how gebracht";"d";;
"1260125470781.txt";" TRANSCRIPTION: mir wurde gesagt ich soll *ein* *bisschen* und ich werde dann [fragment] würde dann verbunden aber @hes@ ich sollte jetzt wiederum anrufen und ich hab' schon mal angerufen und *das* zieht sich ja ewig hin und darum bin ich nicht so *zufrieden* mit diesem Anruf";"a";;
"1260125712491.txt";" TRANSCRIPTION: [breath] guten Tag [breath] ich habe *gerade* ein Gespräch geführt mit einer sehr netten und sehr kompetenten Dame die mich wunderbar beraten hat mir ein Produkt auch verkaufen konnte und @hes@ ja mich auch da weiter geleitet hat @hes@ nach @hes@ einem Urlaub wieder anzurufen um Sachen dazu zu bestellen also ich bin äußerst zufrieden";0;;
"1260125712723.txt";" TRANSCRIPTION: [noise] sehr gut [pause] [garbage] hat mir sehr gut gefallen";0;;
"1260125952764.txt";" TRANSCRIPTION: [fragment] [pause] weiter";0;;
"1260126193010.txt";" TRANSCRIPTION: ja ich hab' also schon *eine* Zeit ((zwo)) Monate hab' ich schon Störung drauf T-Com ist scheinbar nicht in der Lage die Störung zu beheben [pause] die Störung @hes@ zieht sich jetzt zwo Monate her ich hab' @hes@ jetzt langsam die Nase voll ums ganz deutlich zu sagen @hes@ die letzte Möglichkeit wäre es den Speedboard auszutauschen bekomm' ich Sonntags auch nicht aber seit zwo Monaten hab' ich wirklich laufende Störungen zahle für irgendwas wo eigentlich nicht funktioniert";3;1;
"1260127153318.txt";" TRANSCRIPTION: [breath] also ich find' das sehr bemerkenswert dass Sie mit solch älteren Menschen wie mir Geduld haben [pause] die nicht so viel die nicht mehr so viel aufnehmen können vielen Dank weiter";0;;
"1260127393733.txt";" TRANSCRIPTION: [breath] ich bin überaus enttäuscht und [fragment] ja @hes@ erschüttert von dieser Art und Weise der Telekom [breath] letzte Gespräch mit einem mit Ihrem Hotline Mitarbeiter da @hes@ das er mich gar [fragment] wir *haben* uns gar nicht mehr verabschiedet der hat mich einfach so aus der Leitung gedrückt @hes@ wenn Sie sich mal meinen Fall angucken @hes@ [breath] das werden Sie ja sicherlich können @hes@ versteh' ich *es* nicht wie die Telekom @hes@ Produkte anpreist @hes@ wo sie weiß dass sie das gar nicht gewährleisten kann also ich find's *eine* bodenlose Frechheit diese Art und Weise von Kundenbetreuung [breath] Hotline Techniker et cetera diese Inkompetenz dass es so was heutzutage noch gibt und das im Hause der deutschen Telekom ist eine Frechheit hoch zehn [breath] @hes@ für mich ist es unerklärlich wie wie Ihr Unternehmen überhaupt noch existieren kann";"b";"d";
"1260128594051.txt";" TRANSCRIPTION: [breath] der Mitarbeiter mit dem ich gesprochen habe war sehr überheblich obwohl ich eine Kollegin bin danke";"d";;
"1260129674361.txt";" TRANSCRIPTION: weiter [pause] weiter";0;;
"1260129674689.txt";" TRANSCRIPTION: ja [fragment] hallo @hes@ [breath] eine* Störung durchzugeben die keine Telefonstörungen sind @hes@  ja an wen kann man das eigentlich direkt melden @hes@ zum Beispiel jetzt *gerade* eben war der Kabel Verteiler Schrank offen und @hes@ ja ist man durch den Computer wird man nicht direkt geleitet [vocal]";3;;
"1260129916180.txt";" TRANSCRIPTION: ja mein Anruf hat zum Erfolg geführt und ich bin sehr zufrieden dass ich auch um diese Uhrzeit noch jemand erreicht habe und dieser jemand wusste über die Daten Bescheid und hat mir also weiter geholfen vielen Dank";0;;
"1260130036449.txt";" TRANSCRIPTION: ja ich warte schon fast eine halbe Stunde jetzt auf eine Auskunft warum ich nicht in mein Email Fach bei T-Online rein komme es ist schon sehr happig weiter";"e";1;
"1260130036671.txt";" TRANSCRIPTION: ich hab' keine Auskunft bekommen weil ich weiter verbunden werde so gesehen ist die Abfrage irrelevant";"a";;
"1260130276708.txt";" TRANSCRIPTION: [breath] weiter";0;;
"1260130996974.txt";" TRANSCRIPTION: weiter [pause] weiter";0;;
"1260132318718.txt";" TRANSCRIPTION: [breath] *ich* versteh' *das* nicht dass hier einfach aufgelegt wird @hes@ [fragment] welche *ich* will *einen* Kundenberater sprechen hallo kann mir mal jemand helfen hier *was* soll denn die ganze Scheiße [breath] wenn Sie so *einen* scheiß Service einrichten ich will auch nicht hier laufend mir einer* Maschine hier sprechen sondern ich möcht' gern mit jemand sprechen und @hes@ *das* kann doch irgendwo nicht sein [noise] hallo hallo [pause] hallo wer hilft mir denn jetzt hier weiter [pause] *ich* will *keine* Maschine *ich* will *einen* Menschen der mit mir spricht hallo hallo";"a";1;
"1260133400452.txt";" TRANSCRIPTION: es ist eine Unverfrorenheit mitten im Gespräch in diese @hes@ Bewertungsschleife zu kommen ohne das das Anliegen [fragment] überhaupt beantwortet wurde [breath] geschweige denn einfach per @hes@ einfach aufzulegen mehr oder minder ohne dass um was es geht zu bearbeiten Punkt Nummer zwei ist es sind keine Gutschriften erteilt worden auf die wir seit Monaten warten durch Fehler der Telekom und @hes@ versprechen im Telekom unkt heiß es es wird erledigt und es wurde nie erledigt also @hes@ sehr schlechte Leistung sehr schlecht und vor allen Dingen unverfrorene Haltung Ihrer Mitarbeiter heute schon zum zweiten Mal";"b";4;
"1260133762120.txt";" TRANSCRIPTION: weiter";0;;
"1260133762427.txt";" TRANSCRIPTION: ja ich war sehr zufrieden mit dem @hes@ Service der @hes@ Sachbearbeiter war sehr kompetent hat mir schnell geholfen die @hes@ Antwort war auch insofern wichtig für mich weil ich hier @hes@ dringend die steuerlichen Angelegenheiten zu Ende bringen muss und deshalb wissen musste wo diese @hes@ Abbuchung herkam das *haben* wir alles geklärt das einzige was unangenehm war war die lange Wartezeit bis der Mitarbeiter am Telefon war das hat glaub' ich so @hes@ etwa ja fünfzehn Minuten gedauert find' ich eigentlich schade dass @hes@ am Sonntag Abend wo viele Leute sicherlich ich nicht nur ich als Geschäftsmann der ja auch ((noch)) am Schreibtisch sitzt [breath] h solche Dinge gerne klären will dass man da so lange warten muss @hes@ das sind sicherlich Zeiten wo man noch @hes@ verstärkt @hes@ das Serviceteam aufrüsten könnte ansonsten @hes@ wie gesagt war das alles bestens";"e";4;
"1260135922644.txt";" TRANSCRIPTION: [breath] seit kurz nach neun versuchen wir ein Anliegen was die Rechnung betrifft zu klären [breath] mit viermal Warteschleife zweimal Rauswurf durch Kollegen oder durch [fragment] Mitarbeiter die einfach uns dann mitten im Gespräch rausgeworfen haben [breath] @hes@ und jetzt Anruf über *eine* andere Kennung @hes@ konnten wir immer noch nicht das eigentliche Problem lösen man sagte uns jetzt nur ja jetzt ist es nach zwei und zwanzig Uhr jetzt können wir es nicht mehr tun um ein und zwanzig Uhr hätt' man es noch gekonnt das scheint System im System zu haben @hes@ Leute auf hinten raus zu vertrösten so dass gar nichts mehr geht @hes@ äußerst unzufrieden ich bin einfach ((zu)) müde im Moment um meiner Wut hier richtig Ausdruck zu geben";4;"b";
"1260137002925.txt";" TRANSCRIPTION: ja";0;;
"1260137483233.txt";" TRANSCRIPTION: [breath] [vocal] ja hallo [nachn] @hes@ das Gespräch war super die Leute sind echt nett das ist auch der *Grund* warum ich bei Euch seit sieben Jahren oder sechs Jahren oder wie lang auch immer Business Kunde bin das einzige worüber ich jetzt ehrlich in letzter Zeit *ein* bisschen angefressen bin [breath] ist die Tatsache ich hab' jetzt *ein* iPhone [breath] es wär' kein Thema gewesen wenn Ihr mir diese ganzen Einschränkungen wie wird nicht vor Ort getauscht und ist im Download begrenzt mit *einer* bestimmten Eschwindigkeit @hes@ rechtzeitig gesagt hättet [pause] kein Thema hätte ich akzeptiert was ich wirklich nicht akzeptabel finde ist dass ich das jedes Mal erst dann erfahre wenn *es* wirklich so seit ist weiter";1;;
