"1260173498562.txt";"TRANSCRIPTION: also ich wünschte das wär' @hes@ immer so @hes@ ich hab' noch nicht so viel Erfahrung mit Telekom aber ich hab' noch ((auch)) diesen Hauptanschluss @hes@ des normalen Telefons ((und)) auch dieses Vodafone und da kann ich Ihnen sagen das ist eine Katastrophe [pause] ich hab' mit Ihnen noch einen anderen Vertrag gemacht @hes@ über so sieben ((und)) neunzig Euro als Zweitkarte oder Drittkarte wie man das nennt ich hoffe das ist genauso ehrlich gesagt wie gemeint wie die mir das erklärt haben wenn das immer so wäre wär' ich sehr zufrieden danke";1;;
"1260173498910.txt";"TRANSCRIPTION: [breath] also ich bin äußerst zufrieden mit der ganzen Telekom [breath] weil ich nämlich aus Versehen am Telefon mal so *einen* Vertrag abgeschlossen hab' @hes@ also eine Stufe besser als das was ich jetzt hab' und dann wollt' ich das überhaupt nicht weil sich das für mich nicht lohnt [breath] und dann war durch irgendwelche Umstände @hes@ die die Zeit des Widerrufs schon überschritten und die Telekom hat mir trotzdem @hes@ [fragment] @hes@ dies @hes@ [fragment] diese alte Situation wider hergestellt was ich also @hes@ [fragment] was ich ganz toll fand und *gerade* heutzutage kaum erwartet hätte also für mich ist die Telekom total okay super [pause] [breath] und das heutige Gespräch war sowieso okay";1;;
"1260173498960.txt";"TRANSCRIPTION: [breath] ja ich war sehr zufrieden mit der Auskunft";0;;
"1260173499011.txt";"TRANSCRIPTION: [breath] ich will meinen Kontostand haben vom Handy";1;;
"1260173499046.txt";"TRANSCRIPTION: ich war sehr zufrieden mit dem Mitarbeiter";0;;
"1260173739082.txt";"TRANSCRIPTION: weiter weiter weiter";0;;
"1260173739353.txt";"TRANSCRIPTION: die Betreuung war freundlich kompetent und @hes@ konnte alle meine Fragen zu meiner [fragment] besten und vollsten Zufriedenheit erfüllen";0;;
"1260173739471.txt";"TRANSCRIPTION: (()) (()) (()) ((Speedboard)) (()) (()) (()) [vocal] (()) (()) (()) die ((brauchen)) das das muss angeschlossen werden [noise] was ist denn das [vocal] [noise] muss einer rauskommen [fragment] anders geht das nicht ((das)) ((ist)) ((zuviel)) was ist denn das das ist unser gesamter Anschluss das kann anschließen nur das braucht man nur anschließen";1;;
"1260173859554.txt";"TRANSCRIPTION: [breath] ich war sehr zufrieden mit dem Gespräch die @hes@ Gesprächspartnerin war sehr freundlich am Telefon ((tja)) und man hatte nicht das e als wenn man jetzt [fragment] mit @hes@ [fragment] einer anonymen Person (()) sprechen würde";0;;
"1260173979799.txt";"TRANSCRIPTION: weiter [pause] weiter [vocal]";0;;
"1260173980083.txt";"TRANSCRIPTION: die junge Dame am Telefon war sehr nett sehr zuvorkommen konnte aber auch leider die die @hes@ Wünsche und Bedürfnisse die ich hatte halt eben nicht so erfüllen @hes@ das ist mir ziemlich ziemlich unflexibel ich hab' mich auch bisschen drüber geärgert dass die Telekom nicht in der Lage war mich rechtzeitig [breath] zu informieren wie *es* früher war aber bei den Altanschlüssen wird wahrscheinlich mehr Geld verdient als mit @hes@ den neun und zwanzig oder neunzehn Euro Anschlüssen die Sie jetzt anbieten deswegen hat mich das so *ein* bisschen geärgert [pause] das Servicepersonal ist klasse war sehr nett war sehr zuvorkommend [pause] war wunderbar nur die Produkte der Telekom mittlerweile gehen mir auf den Senkel und die Flexibilität der Telekom geht mir auf den Senkel [pause] weiter";1;;
"1260173980131.txt";"TRANSCRIPTION: weiter";0;;
"1260173980164.txt";"TRANSCRIPTION: jetzt einfach weiter";0;;
"1260174100231.txt";"TRANSCRIPTION: ja guten Tag [nachn] @hes@ es geht um dieses Thema Kundenlegitimation @hes@ es ist wirklich äußerst kundenunfreundlich immer diese Legitimation mit der Sim Kartennummer beziehungsweise eben auch der Kunden Kontonummer die man natürlich wenn man viel unterwegs ist nicht dabei hat und man ja auch nicht die Sim Karte ziehen kann um sich zu legitimieren da ist das Gespräch ja weg also es gäbe ja wirklich andere Möglichkeiten das ist nachhaltig @hes@ führt jedes Mal wirklich ja @hes@ zu dem Gefühl dass man denkt mein Gott warum ändern die das nicht mal das vielleicht mal als Hinweis";1;;
"1260174220440.txt";"TRANSCRIPTION: Service Beratung ist @hes@ zufrieden stellend nur die Ausführung der Technik @hes@ ist äußerst bescheiden geworden denn ich habe Störungen seit einer Woche die nicht behoben werden können weiter";3;;
"1260174340659.txt";"TRANSCRIPTION: der Service war unzureichend wir haben seit Freitag Nachmittag keinen Telefonanschluss mehr und die Serviceleute kümmern sich erst heute Nachmittag rum und das geht nicht danke [pause] weiter";3;;
"1260174340906.txt";"TRANSCRIPTION: @hes@ [breath] mir kam es so vor wie wenn der Berater nicht wirklich Lust hätte mit jemandem zu telefonieren";"d";;
"1260174462405.txt";"TRANSCRIPTION: weiter [pause] weiter";0;;
"1260174462597.txt";"TRANSCRIPTION: ja ein super Service das Gespräch wurde einfach unterbrochen und Sie sind mit Ihren Kontrollmeldungen drauf gegangen";"b";;
"1260174582676.txt";"TRANSCRIPTION: @hes@ ich bin sehr zufrieden ich bin sehr zufrieden mit @hes@ mit den Mitarbeitern die @hes@ bei Ihnen arbeiten und @hes@ ich muss eigentlich sagen dass ich also egal was ich für *ein* Problem habe sehr gut immer beraten werde und von allen Dingen was mir ganz wichtig ist @hes@ die Mitarbeiterinnen und Mitarbeiter Ihres Hauses sind immer sehr zuvorkommend und ((vor)) ((allem)) man fühlt sich dann auch wohl dass man @hes@ auch verstanden wird was man @hes@ auf dem Herzen hat und das ist mir sehr wichtig [pause] danke [breath] [pause] weiter";0;;
"1260174582903.txt";"TRANSCRIPTION: weiter [pause] weiter";0;;
"1260174582945.txt";"TRANSCRIPTION: [fragment] weiter [pause] weiter";0;;
"1260174582993.txt";"TRANSCRIPTION: ich habe ein Problem mit einem Internet Anschluss @hes@ und die Kollegin hat @hes@ mir nicht geholfen sondern mich stattdessen einfach verbunden beziehungsweise auf diese Serviceleitung verbunden und jetzt @hes@ hab' ich überhaupt keinen Ansprechpartner mehr";1;;
"1260174703067.txt";"TRANSCRIPTION: weiter";0;;
"1260174703135.txt";"TRANSCRIPTION: mir wurde @hes@ mit der letzten @hes@ Rechnung [fragment] eine Installation von Entertain @hes@ berechnet über acht und fünfzig sowieso netto für für eine @hes@ die von der Telekom nicht ausgeführt wurde die Installation bei mir war auch nie [breath] ein Techniker von Ihrer Seite *das* die Installation erfolgte bereits durch einen ((Fachmarkt)) im August";1;4;
"1260174703178.txt";"TRANSCRIPTION: weiter";0;;
"1260174823218.txt";"TRANSCRIPTION: [breath] man muss Stunden mit Euch am Telefon verbringen und hat trotzdem kein zufrieden stellendes Ergebnis";"d";;
"1260174943428.txt";"TRANSCRIPTION: ja ich war sehr zufrieden es dauert nur viel zu lange bis man letztlich vermittelt wird @hes@ an eine Person [pause] weiter";"e";;
"1260175063627.txt";"TRANSCRIPTION: [breath] der Berater [fragment] war sehr freundlich und kam mir entgegen [vocal] weiter";0;;
"1260175065424.txt";"TRANSCRIPTION: ein sehr kompetenter Mitarbeiter höflich hat mir weiter geholfen";0;;
"1260175065460.txt";"TRANSCRIPTION: [fragment] weiter";0;;
"1260175065515.txt";"TRANSCRIPTION: ich bin überhaupt nicht weiter verbunden worden ich konnte nicht sprechen mit *jemandem* [pause] Sie *haben* mich immer in *der* Luft hängen lassen [pause] es war Besetzeichen wenn Sie sagten ich verbinde mit dem nächsten freien [vocal] Mitarbeiter [breath] das ist doch kein kein Kundenverhalten was sie da machen";"a";;
"1260175065598.txt";"TRANSCRIPTION: [breath] Ihr Kundendienst Mitarbeiter Ihr Servicemitarbeiter hat mir eine kompetente Auskunft gegeben [breath] es ist für mich jedoch nicht nachvollziehbar weshalb das eine Vertragsänderung nach circa sechs Wochen bei Ihnen noch nicht bearbeitet wurde es handelt sich [fragment] ((an)))) [fragment] um eine Umstellung des Tarifes für[fragment] ich bezahl' in Zukunft weniger aber dieses wird erst angeblich Ende Dezember @hes@ berücksichtig das ist unmöglich @hes@ ((an)) Unmöglichkeiten der Post danke ((Ende))";1;;
"1260175185649.txt";"TRANSCRIPTION: ich bin mit der Auskunft unzufrieden das ist mir alles hier zu bürokratisch [pause] und dauert mir zu lange und ist nicht kundenorientiert vom System nicht vom Mitarbeiter her";"e";;
"1260175305890.txt";"TRANSCRIPTION: @hes@ es wär' sinnvoll wenn man anruft dass man vielleicht schon mal *einen* Überblick über seine mögliche Rechnung erhalten kann";4;;
"1260175426110.txt";"TRANSCRIPTION: der Berater war sehr kompetent und hilfsbereit [pause] ja [breath] kann man nur loben danke";0;;
"1260175426321.txt";"TRANSCRIPTION: die Dame hat nachdem ich ruhig mein Anliegen vorgetragen habe einfach aufgelegt [pause] und ich war ziemlich fassungslos darüber und so was mag ich überhaupt nicht kann ich auch nicht verstehen weil so wird einem nicht geholfen als Kunde";"b";;
"1260175666366.txt";"TRANSCRIPTION: die Dame war sehr zuvorkommen und hatte unheimlich viel Geduld mit mir obwohl ich manches wirklich nicht wusste danke schön";0;;
"1260175666577.txt";"TRANSCRIPTION: weiter";0;;
"1260175786672.txt";"TRANSCRIPTION: weiter [pause] weiter";0;;
"1260175786925.txt";"TRANSCRIPTION: die Kundenberaterin die war sehr freundlich sehr entgegenkommend ich würd' sie *jedem* weiter empfehlen";0;;
"1260175786961.txt";"TRANSCRIPTION: ich find *es* total scheiße dass mir nicht geholfen wurde Punkt";0;;
"1260175786998.txt";"TRANSCRIPTION: ja ich bin sehr zufrieden mit diesem Gespräch mit Ihrem Mitarbeiter [pause] weiter";0;;
"1260176027035.txt";"TRANSCRIPTION: wiederholen bitte";0;;
"1260176028811.txt";"TRANSCRIPTION: [breath] also ich war sehr zufrieden mit der Auskunft man müsste öfter so was haben [breath] aber leider Gottes lässt der Service ja überall nach ich hoffe dass das so weiter hier schön bleibt [breath] nein ein sehr netten [fragment] @hes@ Mitarbeiter der sehr freundlich war bedanke mich vielmals Wiederhören";0;;
"1260176148857.txt";"TRANSCRIPTION: [fragment] [fragment] [noise] mit der Telekom bin ich seit vierzig Jahren zufrieden";0;;
"1260176269095.txt";"TRANSCRIPTION: ((weiter)) [noise]";0;;
"1260176269324.txt";"TRANSCRIPTION: weiter";0;;
"1260176389359.txt";"TRANSCRIPTION: [breath] ich hab' überhaupt keinen Kunden [fragment] @hes@ [fragment] @hes@ Betreuer gesprochen also ich bin nicht zufrieden";"a";;
"1260176389696.txt";"TRANSCRIPTION: [fragment] diesem Anruf war ich sehr zufrieden mit dem Anruf zuvor überhaupt gar nicht da bin ich abgewimmelt worden @hes@ bei diesem Gespräch jetzt eben bin ich so behandelt worden wie ich es gerne hätte";"d";;
"1260176509740.txt";"TRANSCRIPTION: [vocal] ich war äußerst zufrieden weil sie mir auch *eine* andere Lösung meines Problems gesagt hat und sie war sehr freundlich und @hes@ ich bin sehr zufrieden gewesen mit ihr";0;;
"1260176510084.txt";"TRANSCRIPTION: hallo ich hatte eine Frage zur Rechnung und die ist mir zu [fragment] meiner vollsten Zufriedenheit beantwortet worden und es war ein sehr nettes Gespräch vielen Dank [pause] weiter";4;;
"1260176750128.txt";"TRANSCRIPTION: war sehr zufrieden mit dem Gespräch die ich mit der [fragment] T-Online @hes@ T-Mobile Hotline geführt habe danke [vorn] [nachn]";0;;
"1260176870377.txt";"TRANSCRIPTION: das Gespräch war noch nicht beendet ich warte immer noch auf die Antwort des Kundenberaters [noise]";"b";;
"1260176990578.txt";"TRANSCRIPTION: weiter";0;;
"1260176990840.txt";"TRANSCRIPTION: [vocal] ich bin sehr zufrieden mit dem @hes@ mit den Auskünften und der @hes@ Zusage dass morgen jemand schon kommt";0;;
"1260176990929.txt";"TRANSCRIPTION: [breath] es hat mich geärgert weil letzten Freitag @hes@ eine Änderung beziehungsweise eine Reparatur vorgesehen war und die nicht stattgefunden hat";1;;
"1260177111032.txt";"TRANSCRIPTION: [vocal] es liegt nicht am Service Bereich am Gespräch sondern es liegt da dran dass man nicht direkt mit Servicemitarbeitern verbunden wird sondern dass man sich erst durch eine durch einen Sprachcomputer verständlich machen muss [breath] [pause] zudem haben wir eine Telefonstörung und die *Telekom* [fragment] trotz hoher Kosten im Monat nicht in der Lage dass mal eben hin zu bekommen [pause] traurig und enttäuschend [pause] stopp";3;;
"1260177111313.txt";"TRANSCRIPTION: weiter [noise] [vocal]";0;;
"1260177231384.txt";"TRANSCRIPTION: weiter [pause] weiter [pause] weiter [pause] [breath] [pause] das Gespräch war äußerst angenehm die Bearbeitung sehr schnell @hes@ zuverlässig @hes@ und ich geh' mal davon aus @hes@ dass auch in Zukunft @hes@ solche ((Kunden)) Problem nicht mehr entstehen werden mit der Beraterin war ich sehr sehr zufrieden [pause] weiter";0;;
"1260177351634.txt";"TRANSCRIPTION: zufrieden zufrieden";0;;
"1260177351878.txt";"TRANSCRIPTION: das Gespräch war noch nicht beendet ich sollte verbunden werden";"a";;
"1260177471910.txt";"TRANSCRIPTION: [fragment] [noise]";0;;
"1260177592176.txt";"TRANSCRIPTION: es war eine freundliche Mitarbeiterin aber das Ergebnis ist [fragment] unerfreulich";0;;
"1260177712396.txt";"TRANSCRIPTION: sehr zufrieden";0;;
"1260177712654.txt";"TRANSCRIPTION: bis der Service an den Apparat kam hat es zehn Minuten gedauert das ist nicht sehr kurz [pause] weiter";"e";;
"1260177832691.txt";"TRANSCRIPTION: die Beratung war sehr gut";0;;
"1260177952916.txt";"TRANSCRIPTION: weiter";0;;
"1260177953216.txt";"TRANSCRIPTION: [breath] also generell der Service jetzt war super die Dame kann nichts dafür dass das schief gelaufen ist aber ich versuche seit Anfang November die Telefon Anschlüsse meiner Eltern zu kündigen weil mein Vater verstorben ist Ende Oktober [breath] und jetzt muss ich schon zum zweiten Mal die Sterbeurkunde rein faxen und es haut einfach hinten und vorne nicht hin und wir zahlen den [fragment] die Anschlüsse weiter obwohl ja wie gesagt mein Vater verstorben ist meine Mutter im Krankenhaus und die Wohnungen leer stehen und ((gerade)) aufgelöst werden also da bin ich generell mit dem was so da ((im)) Hintergrund passiert nicht einverstanden nicht zufrieden aber die Dame am Telefon die war sehr nett und hat das so weit gemacht wie sie konnte";1;;
"1260178193268.txt";"TRANSCRIPTION: ja ich war sehr zufrieden [vocal] die Kollegin war sehr freundlich und nett und hat mich [pause] dementsprechend auch gut beraten";0;;
"1260178193569.txt";"TRANSCRIPTION: Sie haben mir den Anschluss gesperrt weil drei Rechnungen offen sind das habe ich am Freitag überwiesen offen waren zwei hundert neun *und* dreißig drei *und* achtzig das hab' ich ich habe zwei hundert Euro am Freitag ((der)) Bank online überwiesen hab' ich *gerade* mit der Frau gesprochen @hes@ wann der Anschluss weil wir selbstständig [fragment] sind wir brauchen das Internet jetzt hat *sie* gesagt neun *und* dreißig Euro drei *und* achtzig muss ich noch bezahlen sonst würdet mir [fragment] würdet Ihr mir den Anschluss nicht offen machen und ich versteh' das nicht wir sind schon jahrelang Kunde und @hes@ also ich sag' mal *das* geht gar nicht [pause] und ich bin echt enttäuscht von der Telekom weil wir das Internet brauchen und ohne Internet kann mein Mann nicht arbeiten";1;4;
"1260178193687.txt";"TRANSCRIPTION: ich war zufrieden [breath]";0;;
"1260178313756.txt";"TRANSCRIPTION: [breath] das Gespräch ist einfach beendet worden ohne das ich mit einem Techniker sprechen konnte";"a";;
"1260178313961.txt";"TRANSCRIPTION: der Anruf hat gar nicht stattgefunden weil das Gespräch gar nicht erst angenommen wurde";"a";;
"1260178314016.txt";"TRANSCRIPTION: weiter [pause] weiter";0;;
"1260178554068.txt";"TRANSCRIPTION: ich habe überhaupt keine Verbindung mit einem Kundenberater bekommen [pause] das Telefon bleibt stumm ((und)) [fragment] bis jetzt ((hier)) die Bewertungs @hes@ [fragment] Anzeige kam [pause] warte auf ein @hes@ auf ein @hes@ Beratungsgespräch";"a";;
"1260178554303.txt";"TRANSCRIPTION: die Kollegin war zuvorkommend und hat mich wunderbar beraten [pause] weiter";0;;
"1260178674339.txt";"TRANSCRIPTION: [vocal] äußerst zufrieden [vocal]";0;;
"1260178674570.txt";"TRANSCRIPTION: [breath] also von der Anrufannahme her war ich zufrieden leider wollte man mich jetzt weiter verbinden und ich bin dort wohl aus der Leitung geflogen insofern [breath] ist mein Anliegen konnte mir da nicht weiter geholfen werden [noise]";"c";;
"1260178794643.txt";"TRANSCRIPTION: mehrfach mit Hotlines gesprochen alle Kollegen die ich erreicht habe hatten immer die Möglichkeit über meine Telefonnummer [breath] an die Kundenkennung und meine Daten zu überprüfen [breath] letzteres nicht das ist mir jetzt mehrfach passiert [breath] seit Tagen versuche ich jetzt eine konkrete Aussage zu bekommen bis wann mein Anschluss entstört ist [breath] dazu ist man bislang nicht in der Lage gewesen man [vocal] verweist auf andere Tage auf andere Hotlines und und und [vocal] weiter";3;;
"1260178914854.txt";"TRANSCRIPTION: ich hab' des Öfteren @hes@ schon diese Nummer [pause] gebraucht weil ich Hilfe [fragment] gesucht habe und hab' sie immer sehr gut gefunden danke";0;;
"1260179035039.txt";"TRANSCRIPTION: zu lange *Wartezeiten* ich habe jetzt achtzehn Minuten gewartet bis ich *eine* Verbindung bekommen hab' [pause] weiter";"e";;
"1260179155227.txt";"TRANSCRIPTION: weiter";0;;
"1260179275502.txt";"TRANSCRIPTION: war einwandfrei gewesen ((hat)) keine Probleme gegeben [breath] und der Mitarbeiter hat alles lösen können was zum lösen war also kann man schon sagen den kann man schon behalten das ist okay danke";0;;
"1260179275763.txt";"TRANSCRIPTION: ich habe keine Beanstandungen zu dem [fragment] soeben geführten Gespräch [pause] danke und Ende";0;;
"1260179275928.txt";"TRANSCRIPTION: ich habe am neunten März zwo tausend neun einen Antrag gestellt auf @hes@ Umstellung des Anschlusses von der Versatel zur Telekom [pause] bis heute habe ich noch keine Nachricht wie das tatsächlich funktioniert es hieß beim heutigen Gespräch [breath] bei meinem Rückruf am @hes@ dritten [pause] @hes@ zwölften [breath] habe man erneut angestoßen dass die Nummer von Versatel zurück kommt [breath] @hes@ ich kann diese @hes@ Langatmigkeit oder diese ich sag's deutlich Schlamperei [breath] nicht verstehen nachdem das *ein* Dreiviertel gelaufen ist und jetzt dann nicht über die Bühne geht [breath] der Vertrag bei Versatel ist bereits am zwanzigsten elfen ausgelaufen gewesen [vocal] ja das war's eigentlich";1;;
"1260179275972.txt";"TRANSCRIPTION: weiter [breath] [vocal]";0;;
"1260179396065.txt";"TRANSCRIPTION: [breath] das Gespräch hat *gerade* ((grad)) nicht stattgefunden ich bin einfach irgendwo in der Leitung weiter verbunden worden und hängen geblieben und dann auf sie [fragment] @hes@ zurück geschaltet worden [breath] Herr [nachn] hat am Freitag oder am Samstag war's [pause] gesagt @hes@ prepaid wär' was für Sozialhilfe Empfänger die zu blöd sind zu zahlen auf deutsch gesagt also ich bin mit Ihnen äußerst unzufrieden weiter";"a";1;
"1260179396277.txt";"TRANSCRIPTION: [vocal] ich war mit der Kundenbetreuerin eben am Telefon @hes@ sehr zufrieden aber mit dem Service insgesamt bin ich absolut unzufrieden ich habe vor vier Wochen ein Telefon beantragt muss vier Wochen auf den Techniker warten und kriege nach [fragment] Nachfrage @hes@ eine Woche vorm Techniker Besuch Bescheid [breath] dass meine Nummer auf der alten ISDN Anlage überhaupt nicht registriert ist und alles neu beantragt werden muss und das der Antrag jetzt auch noch *eine* Woche braucht bis er bei mir ist also der Techniker das nicht mit installieren kann [breath] das finde ich einfach absolut schlechten Service und also dass ein Antragsformular *eine* Woche zu mir braucht das kann einfach nicht sein und das es vier Wochen dauert bis alles installiert ist kann auch nicht sein [breath] also schlechter Service da würde ich wirklich fünf bis sechs geben[breath] ich hoffe dass das bald besser wird und ich endlich mal wieder telefonieren kann von zu Hause";1;;
"1260179396350.txt";"TRANSCRIPTION: weiter [vocal] [breath] ja okay die Wartezeit war extrem lang [breath] aber das hat Ihr netter Kollege alles wieder wett gemacht weil er nämlich sehr [pause] @hes@ geduldig mit mir war und @hes@ mich nicht ausgelacht hat ja das war's auch schon";"e";;
"1260179516416.txt";"TRANSCRIPTION: sehr zufrieden";0;;
"1260179516510.txt";"TRANSCRIPTION: [breath] ja @hes@ mein Name ist [nachn] ich hatte ((die)) @hes@ ein Problem eine Störung auf *dem* Telefon [breath] auf der Nummer von der ich anrufe [breath] @hes@ trotz @hes@ Ziehen von Netzstecker und so weiter hatte sich das nicht behoben dann hatte ich @hes@ bei Ihnen angerufen wurde zum Bereich Technik weiter geleiten @hes@ wir *haben* versucht über den Router ins Internet rein zu kommen ist nicht gelungen [breath] und wurde für Mittwoch ein Termin vereinbart zur Reparatur beziehungsweise Wechsel des Routers [breath] Speedboard $W sieben hundert $V ist er glaub' ich [breath] ja @hes@ dann hab' ich noch mal versucht und es geschehen Zeichen und Wunder jetzt ging das plötzlich wieder also es wird eine Sache des Telefones selbst gewesen sein [breath] @hes@ hab' dann wieder angerufen und diesen Termin storniert es wurde alles sehr sehr ordentlich und unkompliziert geregelt vielen Dank";3;1;
"1260179516569.txt";"TRANSCRIPTION: [breath] also das Gespräch war sehr aufschlussreich alle meine Fragen sind beantwortet worden und Ihr Mitarbeiter war sehr kompetent";0;;
"1260179516647.txt";"TRANSCRIPTION: das Fachgespräch oder die Fachberatung von Ihren Mitarbeitern war gut aber das Ergebnis @hes@ dass in so *einem* Konzern wie die T-Mobile so gravierende Fehler öfters auf @hes@ treten das kann nicht @hes@ einverstanden sein oder das kann man normalerweise nicht voll @hes@ nachvollziehen das dürfte normalerweise nicht passieren";0;;
"1260179516714.txt";"TRANSCRIPTION: die Dame war sehr freundlich [pause] @hes@ es hat alles geklappt @hes@ man musste nicht @hes@ lange hin und her fragen [pause] ja es ging sehr schnell [pause] war ein war ein erfreuliches Pflichttelefonat [pause] hat man selten";0;;
"1260179516757.txt";"TRANSCRIPTION: weiter";0;;
"1260179516797.txt";"TRANSCRIPTION: weiter";0;;
"1260179756839.txt";"TRANSCRIPTION: das Telefonat mit Ihrem Servicemitarbeiter oder Servicemitarbeiterin ist eine totale Katastrophe und eine Riesenunverschämtheit @hes@ die hat mich jetzt einfach weiter geschaltet ohne mit ihr weiter sprechen zu können [noise]";"b";;
